"sample_id" "cluster_id" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33"
1449 8 -0.281975122167754 0.550634197191839 1.05793530887206 0.143569114407699 -2.8693281572076 0.569688486164215 -0.807036010026896 0.63934299171371 0.881367627577046 -0.891249293096505 -0.485788434313804 0.78321816834267 2.11317612895405 0.760087687993601 0.325471271411747 -1.73848888180389 -0.122699191894223 0.161024371887648 1.69269329320528 -0.182574825094734 0.223763380299716 2.1804154112347 -0.618813274316224 -1.25634157531155 0.686930632936567 1.44783068373149 1.37476893457925 2.83224333302063 0.0720120464105722 -0.298917489265361 -0.920101487767355 1.80717040369024 0.426913031968049
1450 8 0.431582230440885 0.113813061510288 0.851624606140786 -0.284538019676828 -2.34333185105403 0.560379730556939 -0.612986244844038 0.778430731853284 -0.122253646191683 0.196330915176969 -0.943493655968823 0.876799217590149 2.18852106288265 1.0476720125935 0.00515730319924888 -0.345183606817658 0.0821197195214248 -0.347224040450669 1.02140021628763 -1.19275959467769 -0.359692481860292 1.75931566241753 -0.183855205062733 -0.668034793812439 1.07923431002488 1.45268003675433 0.945403469101958 1.76365784059528 0.0196260907613343 -0.251229006439493 -0.0954198326746854 1.35882081484041 -0.173318259956302
1451 8 0.173116029795002 0.140370214116487 1.80916949333736 -0.768304440052759 -2.66045326578058 0.298419886020499 0.536602474112847 0.58522282130847 0.919820081438924 -0.474685480756227 -0.184057921609844 1.29280507625411 2.05456750187669 0.942038531173525 0.510386406946036 -0.623785315361221 -0.553377933236203 1.05433750482141 0.506734447969023 -0.68945688649253 0.660609511190332 1.84203968075152 0.241967061190138 0.496431785632265 0.221233150957622 2.3752477663604 0.907466075151805 1.29012926311002 0.422486657934845 0.000906640650133739 -1.04414004709588 1.32155331151177 -0.476071134197021
1452 8 -0.546055539607943 -0.629345627553991 1.3143011046313 -1.1571391747133 -1.76087224520874 -0.0322858044653371 -0.557472718249517 -0.0566600556787062 1.48780127068543 0.329152397857507 0.0484793310924504 1.06005183386627 2.84041549867763 1.4921610908579 0.321146222898691 -0.549201128428535 -0.52061810684921 0.757551635962323 0.882237494248123 -0.850347143623865 -0.142274728997647 1.82779055677619 0.989341184502981 0.09418996878564 0.870791876398083 1.44593637420896 2.40555938154463 2.06291763336328 -0.39073831081717 -0.31987115897061 -0.754042550745095 1.38845097614985 -0.10497886112757
1453 8 0.510809902292987 -0.605053971344843 0.827602960551609 -0.0625391769663853 -2.69402438227294 0.237286524847653 -0.771257013348803 0.642809679563834 -0.0132964429629799 1.03548651933629 0.25355699944346 0.566658288229267 1.45861463261516 0.752970212201351 0.852684234440525 -1.31584362494905 -0.0659427758626085 -0.120446719431105 1.89031972006404 -0.736124086550536 -1.11644841926856 1.52239866065471 0.778787356168885 -0.1688794392413 0.380154021406312 1.62998598155505 0.855927551158582 2.55457979324958 -0.63801330015985 0.192915841757116 -0.614874069648029 2.1277861772718 -0.473856886179674
1454 8 -0.651141555480434 0.698260207681739 1.05393432281354 0.411380984287568 -2.45623167963095 -0.494196689891159 -0.22811670226683 1.56856694287792 0.613418492324797 -1.30366358216636 -0.249934621668461 0.971521766312399 1.44201308814489 0.66639354292409 0.930577506778892 -1.83841501872886 0.841412115136432 0.175368777050971 1.90505704656973 -1.09945591384315 -1.01012877230454 2.05635386949278 0.862957446075985 -0.492390488717975 -0.318279424004086 1.18983170475048 1.48943740371855 1.62572743219779 0.591307130868952 0.537764403470613 0.967482510402861 1.44788796693939 -0.0736478642236232
1455 8 0.655194173439849 -0.0760101079333245 1.02537873313842 0.142216963019108 -2.59986871647036 0.185627654866282 -1.33418948913281 0.969452684436411 1.03990598183372 -0.142932178975583 -0.995010164893977 0.654168375126429 1.07063153004852 0.41717621439902 -0.667663033503402 -0.666117901121542 0.383316316831464 0.716049961122946 1.59713906240389 -1.38625774269061 -0.162153749400681 1.45646878745016 0.370734259085281 -0.898105548165833 0.398179144407892 1.37033465951876 1.47838913838457 1.46627286112675 -0.522556373222204 0.948335945817529 -0.176667794714364 1.54620338157044 0.104333016332935
1456 8 -0.67677506800979 0.117186454266858 0.874643803948464 0.544072650243587 -2.63192543578218 -0.137538488607786 0.113761424396372 1.00735454491369 1.42240833296743 -0.754790455410333 -1.20710555040086 -0.0367605111655958 1.51273747733 1.21645912090705 -0.0642169188558719 -0.707084436099743 -0.570407101337983 0.984723101049898 1.02919652282196 -1.54758153433925 -0.726984701369397 1.59271279597173 1.04152793151764 -0.706927395802637 -0.110513447210427 1.94502482086548 1.12145846983951 0.757243460267305 0.399693029216486 -0.511483013188324 0.310823841559894 1.43129714394738 0.25966026703397
1457 8 0.751967756679934 -0.00268562977940296 1.72130212273984 -0.803266200684946 -0.9830725452335 0.128774855367452 -0.404742706304184 0.773556382089014 0.984980581575939 -0.429254615751175 -0.604011254704151 1.00430645593506 0.869552358660492 0.889219340433822 -0.0401211318789041 -0.175714564078329 -0.0387416924887437 0.0967715613837709 1.29527223152846 -1.65032063628655 -0.563467924913984 1.83776319977493 -0.707254095934625 -1.37564165699227 0.676885921277181 1.37556916243334 0.327166903677719 1.62973758772347 0.0467604149574539 -0.633258048949369 0.400667182734993 0.801811898013788 -0.604264503851172
1458 8 -0.645871947957622 -1.18376095047658 0.923085291603173 -0.288733181569662 -1.59660014436474 1.62169196450571 -0.240997866474629 0.541254972887551 0.793672520838933 -0.017667179386395 -0.835901859160394 1.18613129812772 1.63732286921524 0.40141772717481 -0.193577037761521 -0.217115697856396 -0.209275909890413 0.451458796928947 1.38573080463688 -0.938959563440785 -0.218649845238834 1.02581894322798 0.364759267125229 -0.325604680206876 0.586401155735165 1.32625129720478 1.78798606676709 1.40528208278735 -0.405123634503819 -0.223635917662037 -0.51144645309916 2.15201224935782 0.0130574940238972
1459 8 0.140453170498317 -0.020709864346893 1.35010381068193 -0.59557950601387 -1.57750161251878 -0.249917867228305 -0.399751872698099 1.286710277156 1.64040492500207 0.608296322020692 -0.695273350381652 0.864101341197234 2.58337538386795 -0.254085773780725 -0.532235105389764 -1.10451106563048 -0.576081009306285 -0.022891133972923 1.5177966737836 -0.982288616694563 -0.0992132093336108 1.81848309810863 -0.545410868554304 -0.386846544777795 0.552723649303132 0.573931334299547 1.51539122303842 0.538199871560316 -0.224516008285986 -0.692865142952422 -0.702684694934681 1.52868788474364 -0.457336904489114
1460 8 0.547196454530614 -0.150703113925639 2.67239803565641 -0.68208720372784 -2.23267358466663 0.190005468763203 -0.230319021814329 1.4430142351411 0.259197479150011 -0.348153379817281 -0.855345283717572 0.391343779454145 1.33243884835635 0.954168217616682 0.436353505785403 -0.094577362298969 -0.257347223777329 -0.354625653496984 1.37635868430757 -1.09376790926276 0.0303373436434503 1.71883193225696 0.0421884810903427 -1.08690186177205 1.15348793921317 2.43375765483536 2.10497147417787 0.567654407991887 -0.753548820932861 -0.666859691635501 -0.358756685089076 2.46980180444642 0.198516383272984
1461 8 0.651934478228337 -0.431853813649768 0.179653348892338 0.327444342245239 -0.954030700886358 0.58749888938433 -0.372955609611674 1.08768020914362 0.890177436239848 -0.149902766785977 -0.911685289184866 1.40920604159052 1.80476586817261 0.912180729846714 0.977998664119339 -0.667968578717723 0.0882587891097965 0.909264451005746 1.08589459837996 -0.682917280051818 -0.178142118875397 1.17419580565133 0.291103231965249 -0.328620300658107 0.882239331643317 1.00603581908781 1.64709024630296 1.87603707962429 -0.648884113398884 -0.661353514538434 -0.168258494220802 1.92361460902992 -0.440440396841012
1462 8 -0.0323961313006069 -0.453162969443256 1.3605857218773 0.223897886362712 -1.65627098091977 0.0485279186836161 -0.827135609211871 1.41389119291273 0.670929765121456 -0.537066356995365 0.418018209963206 1.02377548416895 1.67749512302128 1.26137214395083 -0.233087785534009 -0.872227964797036 -0.0683425096592828 -0.0446734705901891 1.31799367441981 -0.628941944970963 -0.949592811351995 2.07385634785544 0.380880758475494 -0.439106213330046 0.888423967644174 2.14503113473252 1.43051667405711 1.10541489993983 0.463857503831614 -0.506138822764224 -0.954231736198824 1.21105692933302 0.0051767079199331
1463 8 -0.231818774954498 0.0805166423865482 0.906624528412992 -1.12080827685561 -2.513520449742 -0.253042304279847 -0.966353142220188 0.529232635937683 1.26525361589995 -0.251052767135286 -0.183043935362104 0.924030657454334 1.80867004062659 0.144619312084153 -0.576719250150207 -0.656997425406439 -0.310869779801695 0.801630547508966 1.54972385084298 0.204375760860345 0.153463904670547 2.39766273882155 -0.433950746924265 -1.07275082553526 0.173395093635248 1.85048463850826 1.48825662679652 1.97033062455489 -0.024202110465075 -0.687912172823039 -0.781819016790157 2.17113651453444 0.285071829209346
1464 8 0.644237212315431 -0.165943347844495 1.06626219251495 0.0897263986115715 -2.10945688930934 0.303017948869212 -0.0744672291283536 0.256341348899949 0.590208160840393 0.123894767895232 -0.453951573667122 1.07818611976019 1.27010310567032 0.119105994977083 0.56217536877832 -0.02157182910707 -0.610825724352405 0.900337778776379 1.38089876617606 0.0771283491174449 0.0782468867282703 0.66276097542811 0.240343801399894 0.00157490460953927 0.507029989511443 2.15250900252093 1.31077233456487 1.21213530159443 0.62496003716044 0.145555269875796 -0.035704443050436 1.51896679485112 -0.309664650046772
1465 8 0.577167215601581 -0.491841869213581 2.04314428662658 -0.113734090654277 -2.56217452678831 -0.341226608361117 0.0806099318527883 0.0332392400377609 1.13119701437784 0.91749011206805 -0.573738246583595 1.29867464653627 1.25463875902349 0.397239602256184 0.66840671529825 -0.755750716163979 -0.192175409761756 0.784629860084707 0.959764204438815 -0.959056879022651 -1.5397410974386 2.17449113789187 -0.191654526127392 -0.644783450050902 -0.631422268228385 1.02474213697213 0.991179641696468 1.99997263013982 -0.361607775782188 0.149016593676617 -0.181532299027413 1.77610377715246 0.206236993171796
1466 8 0.200330932465977 0.239005011849754 0.504792629117455 -1.14379482060799 -2.38193688671965 0.999517152187055 -0.894917620779518 -0.0011929916110478 1.37883552285428 -0.0134528332645384 -0.503037002373063 1.49845183683908 2.66867179334605 0.68635417099731 0.00119466444448348 -1.12524482551114 0.0408202108011297 1.04812474348718 0.710997471740044 -0.446213887797887 -0.803029179090613 1.74814425422064 0.0337081407597256 -0.451956451395992 0.945149396879311 1.68255193320132 0.928666299326766 1.34619054434561 -0.0724660468296624 -0.367153238443028 -0.538864185251668 1.32140555809967 0.18695030159696
1467 8 1.02283050484574 -0.0256890268084826 -0.423982919307021 -0.0869542729774242 -0.841376853579243 0.921019027776421 -0.218966884208768 1.31975246748614 0.223457200840205 -0.270756610531799 -0.710461990591323 0.976294955568783 1.05860736092154 0.00591989128301174 -0.327257254453453 -0.055046900038243 -0.0222500416431732 2.16096208585007 1.88412952498626 -0.566844130742695 -0.729347240683542 1.99053137248177 0.310286645466676 -0.850656979261661 0.807678817907935 1.34640943597687 0.989313047117225 1.64570770692045 -0.3136272983192 -0.172739830950466 -0.0955968306639928 2.05359928739821 0.531610228504083
1468 8 0.256618601621907 0.209183698660241 0.872967626168043 -0.492524317027717 -1.95784711066263 -0.00561228522815471 -0.253792858723199 1.6280310180427 -0.0756543122211245 0.137931236342427 -0.874785090455692 1.1913597563515 1.37739763525227 0.495584218544673 -0.335212215405525 -0.994247438659374 -0.505854009078002 -0.0852907753118939 1.58483782173203 -0.267578259444839 -0.232213732883797 1.0611835428243 0.80413166412339 0.982747104951405 0.495799642236979 1.97272763183399 1.0728836076065 1.3164561247262 0.342144658822552 0.0350271335501777 -0.494234880597021 1.67203031068301 0.239575909856283
1469 8 0.46290330009975 0.611007287363167 1.0509097245925 0.159447274214966 -1.48256048111336 -0.0647848180287217 -0.415707988875737 0.292917079754527 1.14633271609738 0.286954918089285 -0.466437360802156 0.334814936900717 1.72237905066432 0.158532705517395 -0.695581423431386 0.0744404916824353 -0.0357644680023466 0.00671110698226696 0.651376076826978 -0.133269975775168 -0.562812037508398 1.71469545369732 -0.433456245318498 0.0963798884418686 0.707651209692421 1.82480952144361 2.06457007578386 2.05622785874735 -0.321891397762229 -0.36284167165473 -0.672345171685469 2.32953044830427 -1.33179329609933
1470 8 1.41036505982849 1.00114129956763 1.18694802523374 0.251797866769182 -2.48359396228898 -0.0848433437730046 -1.37819309467471 0.689690831974905 0.819873437061742 -0.482296835368391 -0.918507711744353 0.750553433707152 1.71610699965356 1.03881732835959 0.222696050656144 -1.33955029851624 -0.574737736167167 0.0280398532417748 1.29099144728654 -0.258689771163007 -0.652176089180707 1.38055751526575 -0.0940263505125283 -0.798244019886403 0.91130485142721 1.14402733726729 1.2692729875573 1.50677551535355 -0.734266640331099 -1.33074796530507 -1.12821045545419 1.58195831801875 -0.17601290892749
1471 8 0.746662872162192 0.353929214571209 0.864322778078874 0.248878693141308 -1.21920191734678 0.289087489798357 0.179534232823293 0.353010125965235 -0.0768965583446209 -0.404296683902976 0.114830144410629 0.583356311955709 1.19680855502207 0.552771996949803 -0.576988735130094 -0.727287276663033 -0.662702325010555 -0.357686646241465 0.90080722124478 -1.11745067167906 -0.320169580899364 1.88088465570706 1.17686891342124 -0.585137071481323 -0.0787649921960163 1.78642454289279 1.20767430423904 1.76870789501212 0.0778518901515712 -0.517158645372714 0.346157999416615 1.78145614069627 -1.27354424685799
1472 8 0.22279474748672 -0.627686039998671 1.09083092933133 0.0919985610113532 -1.24166598551103 0.970827663950861 -1.00783105225959 1.27897397065726 0.305446934436486 0.0827716870350652 -0.475524829387997 1.11834301133848 1.3135734969486 0.95405151438168 0.407980001893282 -0.626156532705252 -0.343277400642594 0.66732669591956 0.995690823254349 -1.43863896949805 -0.377085038189518 2.23118953615227 0.257469789031826 0.322656176598181 0.866349476686596 1.66320708241681 0.957469590878884 1.21463368818483 0.135173160173333 0.243022094252587 -0.374158405157319 1.85585039637336 0.125226341939042
1473 8 0.503624887460894 -0.108036943721921 1.99946091661881 -0.172492545782334 -1.59682196646227 -0.202386036080339 -0.625147233186225 0.758808093448491 1.21314347514136 -0.347422652407297 -0.74162224869285 0.535435161020951 2.29342732123918 1.04009275469241 0.302154404746809 0.0872753557390865 0.329777453216454 0.0902183094263131 1.00090684531944 -1.04726052981327 -0.453112465072079 1.4546322226961 0.413032131815595 0.115994831718997 0.858593677075743 0.806581567025006 1.19182408386227 2.34159525112186 0.789801252156665 -0.288896528865291 -1.11941577887479 1.63474366031899 -0.834104538767172
1474 8 0.533172043204295 -0.213529648896969 0.272092352792685 -0.725464606173298 -1.85314919712279 -0.154783259709665 -0.142230430736558 0.527783197521771 1.7313672202197 -0.388293683946482 -1.1207177097011 1.31080565771086 1.85156954494839 0.71409987539553 0.382787199221177 -1.39936698800071 0.0810110988020495 0.323664723540269 1.70603886891428 -0.604687272588971 0.316587793755174 1.35735336964764 -0.397514312570159 -0.222563864062712 0.745021360492538 1.30158855521694 1.48327691876368 1.30500394967046 -0.513195402733781 -0.260775388410093 -0.906524079088789 1.45140367252177 0.380309861045049
1475 8 -0.15363064964587 -0.298517233081425 1.38251717631283 -0.511359154458046 -2.66458193441881 0.970872439956762 -1.0188791291862 0.783211995985036 0.894815990504778 0.529108709480263 -0.656232614371882 1.47505809285256 1.36186582419291 0.498583835511519 -0.26767616713124 0.378984317309505 0.39435109645369 0.32050099439509 1.25596925379778 0.48021986054143 0.280516743740773 0.804915786450056 -0.836222265498337 0.0532949949666431 0.241517831290439 1.30560187065055 1.29237626424429 0.296343469211136 -0.66915460456463 -0.731731774287342 0.434050921181306 1.75259009668684 -0.166977908039093
1476 8 -0.619422250564846 -0.327525429767298 1.07027539665084 0.0511886368181564 -2.64073023327473 0.610023475808678 -0.315856434882981 0.807031167911338 0.246245094540855 -0.581032412888204 -0.591472217548281 1.57008029544216 2.01859023725858 0.158722867695019 0.663265701796976 -0.976003981000849 0.314638557813427 0.640477801701377 0.780396439081006 0.165525541914227 -0.274035419057561 2.22943272137536 -0.235381438483776 0.592389174836702 1.36309779011223 1.69590602467053 0.866462091573543 1.06383041643806 -0.163755367067231 -0.604838067020197 0.799939491709258 1.88015006352553 -0.396027172552728
1477 8 1.05286392330979 -0.418393915227003 1.9997459851155 0.241693339999106 -2.72364309801936 0.249668771217805 -0.258869166122755 0.66637395689763 1.03669223196528 -0.344380976779717 0.162968833731501 0.523980536363855 1.163553845634 0.709350981995511 -0.579411952380038 -1.57850292011209 -0.423728241089326 0.408906081025384 1.53856124394867 -0.996820497427821 -0.924165322081364 2.7219503291321 0.41239888799876 0.737741130291753 0.710771451390245 2.72765290819498 1.2154217494976 2.37559360234273 -0.972588900343713 -0.33424108617782 -0.446000808415322 2.73513644710195 -0.918340893735051
1478 8 0.214278544171989 -0.229874484865964 1.14074686998633 -0.574286491920636 -1.80437359136661 -0.454747861142373 -0.0921161155074433 0.27806474585594 1.07351661692732 -0.555376862808726 -0.761990845240223 1.76271710566218 1.55144217565928 0.899341811758181 -0.355358133475309 -0.385558451801721 -0.928321299711021 0.641827721786116 0.78622909530415 -0.879612326552838 -0.620624284758735 2.08241911627109 1.05701332718857 -0.0863167413814182 0.068576171566998 1.81215695511196 1.52814841080107 1.16104847447888 -0.635137842124796 0.169255516377797 -0.538171290399387 0.889767100761628 -0.699968884653573
1479 8 0.604995521292483 -0.0972009950298647 0.279735061512216 -0.190069811880728 -1.97406218305206 -0.0694356951204426 0.656297554592039 0.588637335008136 0.0481828110588277 -0.82210157847291 -0.304677603631383 1.74363672711327 2.20972806659497 0.836839499171922 -0.597156936148742 -0.720509884558247 -0.68420652872685 0.586370175703677 2.34632389416376 -0.951694445283572 0.236012600243575 2.04493298411957 0.107429193107993 -0.206538832931033 2.0087663011571 1.02024959838991 1.58644960678215 1.48249311257038 0.432165352285566 0.069900342407195 -0.660327890047524 1.293121199419 0.760482799982359
1480 8 0.0424173048234332 -0.124498325979013 1.41945442146717 -0.266450069573692 -2.05123419411248 -0.532393134638775 0.990794517036063 0.983406716560233 0.95036082459424 0.622131651572476 -0.954098965401045 0.975142623724712 1.60518152501886 0.90792077072707 0.383241466081687 -0.817532526919653 -0.0223111565345459 0.92453909218841 1.04143944732658 -0.959962783686221 -0.992978966038228 2.43398863255411 0.373252361443287 -0.739168241289145 0.593082718245571 1.23289703436395 1.12996623694605 1.71836285660908 -0.0521209930657211 0.15363460555833 -1.11688768003047 1.39949096323409 0.261711635342727
1481 8 -0.273379430973176 0.135332134880922 1.08962390654642 -0.110297461009616 -2.27373171781632 0.283120365016627 -0.113301334202398 -0.137861256445484 0.163817515410956 -0.40044829287595 -0.535633769668072 0.77194006383628 1.67001318064925 0.988903546251736 -0.118984074955281 -0.820074481598094 -0.205900266047266 -0.568689982577018 0.505410848169708 0.607231328956019 -1.37049887033762 2.15931539522558 0.933242471738057 -0.714638798295192 0.905489442892685 0.533619393590303 1.68888673974914 1.68072269851724 0.367003628174198 0.189958790800305 -0.481884522597596 1.6241008855859 0.25669094878154
1482 8 0.33717615153024 -0.014084248916178 0.449098835360965 -0.591897392503105 -1.96666324937064 0.561213211039267 -0.605046744845668 0.898072587783918 1.31157993307577 -0.0649313844077434 -0.612302902959044 1.01169924015788 1.8563396705944 0.561127985146588 0.867183324472269 -0.627950021135879 -0.757133016839154 0.551015400267971 0.688598745461558 -0.810117232481754 0.497767901833775 2.43541090771287 1.21287887543689 0.32233081731338 0.649468941331345 1.72889233996836 1.87542550001114 1.69961448343675 -0.294859611552914 -0.82447412889773 -0.184483985467512 1.25301310205351 0.879171767744885
1483 8 0.573841691277555 -0.704509002625057 0.970985797223543 -0.263291006922333 -2.72178278324556 -0.0413026387421804 -0.462480635955037 0.429817705601291 0.973304032135346 0.28936233060238 0.0522143796092833 1.24523898403307 0.942958990515409 0.731747881759052 -0.619726463176602 0.00652033758655834 -0.013166205982934 0.362559989456606 1.46838213911762 -0.336118756792102 -0.435473924074309 1.89244902870244 0.158958120928999 -0.0440674383157315 0.120016410510584 1.69127639414277 0.650001122119266 1.72011755562512 0.43593289024889 0.0720546198112824 0.0833052277653984 1.52462480864889 0.395967887671127
1484 8 -0.0300301831205401 0.634522492307686 1.52195088591144 -0.532958703033764 -1.65883559587334 0.852975421733759 -0.209636389599627 0.76763174565825 0.0958234094139622 0.78136507666561 -1.2729155347526 0.954382111117934 1.75064774816841 -0.0601074127670359 -0.795528457312819 -0.833536774102467 -0.624714838207065 0.0522440870653299 1.79108437376012 -0.375298369533477 -0.225483055183024 1.71637273975708 0.389092189380383 -0.779743917643954 1.21756183121794 2.16300531233524 1.76312626474461 1.58527834578671 0.144901303613119 -0.108585898666653 0.00338878177395785 1.87787648160369 1.60366364111714
1485 8 -0.00354609445756754 -0.574478398334346 1.11985623230809 0.0519271201242104 -2.74448708971333 0.359965444728938 -0.497742264144024 1.57039279669835 0.735179826372963 -0.364545878898491 -0.00639620215481451 0.807604100003731 1.54127780333952 1.47339291873858 -0.127768519911504 -1.19745047721079 -0.292243476065505 0.204272733106743 1.05278958184451 -0.62839595634375 -0.0742366781290232 2.12336497031719 0.882948011566582 0.104171622289251 0.914958805549553 2.03152284647483 1.91932737678585 1.76222117488212 -0.106640066963013 -0.379163745192024 0.0323733339793859 1.63435442012781 -0.788424377966554
1486 8 0.601492429249476 0.479769984784915 1.72088432220815 0.274014266113029 -1.96104367377382 -0.193984608810112 0.378870585410682 0.862585109644914 0.308894770863066 -0.0140754592742957 -0.289373593306824 1.61737581790901 1.75127974758842 0.809675408528549 0.195162094438961 -1.1522875950498 0.368841690057789 0.264331431250613 1.23306600315049 -0.27491041410982 -0.587345612025647 1.1299777422133 -0.393204874836104 -0.174028584050217 1.28438110654628 1.23421155712023 1.68058095144926 1.61048261242614 -1.23600539378514 -0.064380407794028 0.011540742455027 2.21112616356503 0.43029964398317
1487 8 -0.55738669340157 0.400891536350743 1.40849270489788 -0.504686713119418 -1.84305898497779 0.955432509177038 -0.247304461157506 0.236385567848886 0.426136149488104 0.533060476069729 -0.832778028127515 1.5059428812694 2.37514070179161 0.681265010968937 -0.355324023370279 -1.51921155048397 0.222930667998826 0.753572323109442 0.795905043324076 -0.747582141236282 0.0338624478710069 1.77623430367124 -0.55578349886304 -0.669190530159461 1.05766307983097 1.36457005163313 0.896507281645302 1.0531329645952 -0.0571171499808866 0.359873138449297 -0.258460970339821 2.38733225665616 0.872847202299224
1488 8 0.986880881319103 0.119952894190599 0.897411638110604 -0.403108584576133 -2.48161785950442 0.187643665100475 -0.920649939745942 -0.104544817239802 0.804936982932921 0.054194287868944 -0.825395758464785 0.52180297322751 1.47781795609037 0.855312378446361 0.583818156329561 -0.510694285162137 0.446575887675745 0.48778018353922 2.09776498081696 -0.858893301648633 -0.0862413144070235 2.82100429669459 0.732068045951341 -0.248991337275312 0.624577487179374 1.77023475738327 1.02387751862945 1.22746079181159 -0.299404674482002 -0.770619980515825 -0.564669916166663 1.19122816316707 -0.134565138575366
1489 8 0.129629737099488 -0.391348892372271 1.74750444634576 0.560673151569474 -1.95353167308112 0.115494309281074 -0.674403781830214 0.734870757619579 1.54356967405102 -0.621425711137807 0.17463975219061 0.0876779984176946 1.38156972640364 0.437475954443404 -0.737649079411134 -0.273838023745682 -0.820280513852016 0.0263278195593254 1.14695151493171 -0.541106733355929 0.636861585129432 1.91789373390313 0.0886375076568101 -0.503752671133527 -0.0641504709349361 0.594743558209847 1.28710957483014 2.29555647763726 0.400812153426838 -0.418775594549309 -0.366175707991929 1.70752254151531 0.0691453142931787
1490 8 -0.485888228472017 -0.27070540230879 1.39548912495939 0.740042861560523 -2.34965730840447 1.16791343202782 -0.765894630416513 0.46559968521144 1.03467902190925 0.421989007622795 -0.624783515620537 0.834586536544264 0.471169400362134 0.65929706534227 0.311338185194307 -0.0582913988131271 -0.0950272877504899 0.00162115753949826 1.93009811378345 -0.227614709456176 -0.51863980967145 2.78874421087993 0.277965091195817 -0.0283803129833956 0.283227542237651 1.27060615314821 1.38154802338135 1.27756318938271 0.00587932318919948 -0.0934800328029196 -0.0595371274098528 2.870139634459 -0.0670417597544779
1491 8 0.718320752520517 -0.139965357169684 1.30529895111948 0.170328878805674 -1.56617171879799 0.00867118065204747 -0.735877853314878 1.17030912208252 0.910650051797752 0.191215145134592 -0.625623233292597 0.114955596375587 2.22789949432619 -0.126777251743346 -0.279704616325977 -0.138632064058844 -0.271492091275849 0.689178202108941 1.67965047804062 -0.69447134943337 0.0936638941050141 2.33237854253572 -0.148920540246661 0.305108203097636 0.290665404645791 1.99691840564622 1.9643502894541 1.72769145420237 -0.0209390660954207 -0.451915865743684 -0.833708850763671 1.12081347804942 0.518081885606705
1492 8 -0.0917462786097281 -0.00656719169799835 1.75717964033307 0.11656649650731 -2.53950183867204 -0.56815160235442 -1.10502160746063 0.803813735802825 1.72873557123461 -0.066601696738354 -0.416439334929361 1.02465812011431 2.85314146620194 0.981454839336636 -0.04553947093919 -1.49690033432532 0.417688933944812 -0.539001069933982 1.83433783958078 -0.0892980389451129 -0.167246378898471 2.34156160247744 -0.0124264123370119 -0.39875579839569 -0.286747652530657 1.98603901392136 1.52615724023655 1.11925983551098 -0.448639893356735 -0.565486457561702 -0.611689040238853 0.605133592111847 0.2446748003817
1493 8 -0.448301177420281 -0.626235884628073 0.320637350577387 0.242101136141364 -1.46275704468508 -0.15838904172182 -0.0967438261409779 1.49466891058011 0.104450879013732 0.0169322010590406 0.0763908340138308 -0.218101437128942 1.56677921803174 0.563593754069682 -0.835861365546858 -0.934507051650471 -0.748401952965129 0.615949941623787 1.40303647978979 -0.36819614552735 -0.157644877354814 1.4648019264459 0.810530960972673 0.03128698177272 0.598981601383942 2.05956297925531 1.51323147124917 2.15538111891424 0.582542029412147 -0.236540083985804 -0.300528507809178 1.42553088756767 0.317601113417314
1494 8 0.431455403293713 0.186184291765986 1.78833201124317 -0.733682907461933 -2.33210532614672 0.301243062565585 -0.340235122380927 0.837630460373908 0.733503931335985 0.180401266424069 -0.746748406244213 0.927614134890363 1.54182962986683 -0.0483066938505622 -0.293171585488033 -0.80382427567404 0.587545787989604 -0.413992729427855 0.789976366973566 -1.05100483367736 -0.284105524456327 1.68200907827172 -0.0376591145532165 -0.551938274852459 0.636158487934829 1.91151452754048 1.05937381759016 1.80798241878806 0.993510822446516 -0.37329967895291 -0.51021099571175 1.60883309339296 -0.649266763925367
1495 8 0.657404215388349 0.161010461830152 1.19669608051904 -0.769101374221698 -1.91216337621767 0.349177824037888 -0.25439626384743 0.357087284181703 1.35398736361192 0.771996038856614 -0.0235418395262156 0.380818173150736 2.47774722331921 1.04512159963682 0.166249639329574 -0.946219762420149 -0.856730476920081 1.29795447316253 1.40547537638911 -1.22229981492982 -0.730479155924916 2.18699618164552 0.220267573050116 -0.119950672591814 0.997639840572427 1.46398961022709 1.77992109794633 1.72871979181038 -0.142898130832803 0.316754327080886 0.839336305550116 1.87736068072215 0.937802491013
1496 8 0.298081166578268 0.0158616693311516 1.69464967149836 -0.879155116508931 -2.19657770590158 0.134621568591676 -0.654991959752773 1.26401430898444 0.488257705975225 0.300598645895335 -0.194823470965116 0.464947694402422 1.57158248613674 0.950788952691333 0.0472086986788915 -0.545332780589829 0.0778270704161297 0.124024487441378 0.531332416295302 -1.55839652786622 -0.351596172887011 2.75398724521266 0.7251064100016 -0.446219792635119 -0.0353279425819006 0.770098671879341 2.19441842972011 1.2145545464713 -0.228927242930621 -0.317983507627681 -0.617007435114129 2.49418750969942 0.387380935555449
